n,threads,run,time_ms
800,4,39,92608.0
800,4,43,89867.0
800,4,47,88499.0
800,4,51,90715.0
800,4,55,88494.0
800,4,59,88282.0
800,4,63,92705.0
800,4,67,89197.0
800,4,71,86280.0
800,4,75,86964.0
800,4,79,88996.0
800,4,83,88594.0
800,4,87,89946.0
800,4,91,90731.0
800,4,95,89232.0
800,4,99,89423.0
800,4,103,88053.0
800,4,107,87471.0
800,4,111,93846.0
800,4,115,86880.0
800,4,119,86451.0
2400,1,3,24544653.0
2400,1,7,24888861.0
2400,1,11,25951356.0
2400,1,15,25176446.0
2400,1,19,27860206.0
2400,1,23,23641750.0
2400,1,27,23738344.0
2400,1,31,24932196.0
2400,1,35,25096366.0
2400,1,39,23630824.0
2400,1,43,23911500.0
2400,1,47,23808055.0
2400,1,51,24721425.0
2400,1,55,28117612.0
2400,1,59,26439065.0
2400,1,63,24146377.0
2400,1,67,23354508.0
2400,1,71,23767645.0
2400,1,75,23884533.0
2400,1,79,24686186.0
2400,1,83,27040419.0
2400,1,87,23649841.0
2400,1,91,25588776.0
2400,1,95,27816492.0
2400,1,99,25744987.0
2400,1,103,30317777.0
2400,1,107,28960359.0
2400,1,111,30732591.0
2400,1,115,28082517.0
2400,1,119,27942590.0
5600,16,3,109633080.0
5600,16,7,118428455.0
5600,16,11,126764948.0
5600,16,15,126603955.0
5600,16,19,123587399.0
5600,16,23,124479123.0
5600,16,27,127565694.0
5600,16,31,124099713.0
5600,16,35,133033184.0
5600,16,39,124554672.0
5600,16,43,123836267.0
5600,16,47,127935566.0
5600,16,51,124004162.0
5600,16,55,125639458.0
5600,16,59,128663550.0
5600,16,63,125528581.0
5600,16,67,133486955.0
5600,16,71,125218509.0
5600,16,75,129236890.0
5600,16,79,123896590.0
5600,16,83,125600690.0
5600,16,87,131154314.0
5600,16,91,130050787.0
5600,16,95,124447197.0
5600,16,99,123871015.0
5600,16,103,127018732.0
5600,16,107,130435724.0
5600,16,111,125082489.0
5600,16,115,123818829.0
5600,16,119,127220904.0
3200,16,3,20088463.0
3200,16,7,20400048.0
3200,16,11,19854315.0
3200,16,15,19787833.0
3200,16,19,20395063.0
3200,16,23,20230060.0
3200,16,27,21562597.0
3200,16,31,20553143.0
3200,16,35,19538338.0
3200,16,39,20546214.0
3200,16,43,20707615.0
3200,16,47,20858656.0
3200,16,51,19709171.0
3200,16,55,20697660.0
3200,16,59,19896527.0
3200,16,63,20561632.0
3200,16,67,21206379.0
3200,16,71,20087923.0
3200,16,75,20423943.0
3200,16,79,20874838.0
3200,16,83,19764650.0
3200,16,87,20414007.0
3200,16,91,20540174.0
3200,16,95,20317686.0
3200,16,99,20136783.0
3200,16,103,22465547.0
3200,16,107,19894148.0
3200,16,111,20984755.0
3200,16,115,20264127.0
3200,16,119,20496889.0
6400,20,3,220845579.0
6400,20,7,236774159.0
6400,20,11,238759156.0
6400,20,15,219256794.0
6400,20,19,217955237.0
6400,20,23,214012159.0
6400,20,27,208425976.0
6400,20,31,211366245.0
6400,20,35,203956016.0
6400,20,39,212662222.0
6400,20,43,224523255.0
6400,20,47,219409580.0
6400,20,51,218394472.0
6400,20,55,223293159.0
6400,20,59,218214953.0
6400,20,63,214068514.0
6400,20,67,222493250.0
6400,20,71,216647857.0
6400,20,75,218463629.0
6400,20,79,225250316.0
6400,20,83,221413353.0
6400,20,87,210162068.0
6400,20,91,223114027.0
6400,20,95,224266089.0
6400,20,99,217100566.0
6400,20,103,217964857.0
6400,20,107,213659581.0
6400,20,111,221472310.0
6400,20,115,229855148.0
6400,20,119,223985746.0
800,1,3,321857.0
800,1,7,323542.0
800,1,11,323770.0
800,1,15,323870.0
800,1,19,323633.0
800,1,23,324174.0
800,1,27,322952.0
800,1,31,319097.0
800,1,35,322359.0
800,1,39,320856.0
800,1,43,321303.0
800,1,47,322177.0
800,1,51,324471.0
800,1,55,321896.0
800,1,59,322117.0
800,1,63,323512.0
800,1,67,320203.0
800,1,71,323711.0
800,1,75,321191.0
800,1,79,322788.0
800,1,83,322446.0
800,1,87,319691.0
800,1,91,321955.0
800,1,95,322577.0
800,1,99,319620.0
800,1,103,323350.0
800,1,107,322552.0
800,1,111,320937.0
800,1,115,323890.0
800,1,119,325820.0
4000,2,3,121639331.0
4000,2,7,123760101.0
4000,2,11,121712364.0
4000,2,15,121317088.0
4000,2,19,121743655.0
4000,2,23,122434154.0
4000,2,27,121377617.0
4000,2,31,122427374.0
4000,2,35,121267155.0
4000,2,39,121309485.0
4000,2,43,122673805.0
4000,2,47,122121755.0
4000,2,51,121761983.0
4000,2,55,121304555.0
4000,2,59,122062576.0
4000,2,63,121139449.0
4000,2,67,122501104.0
4000,2,71,121035180.0
4000,2,75,122538292.0
4000,2,79,122289945.0
4000,2,83,121591256.0
4000,2,87,121591747.0
4000,2,91,123014283.0
4000,2,95,121475550.0
4000,2,99,121680174.0
4000,2,103,122437975.0
4000,2,107,122468869.0
4000,2,111,124206192.0
4000,2,115,121357111.0
4000,2,119,121367088.0
800,20,3,60103.0
800,20,7,55231.0
800,20,11,49647.0
800,20,15,55636.0
800,20,19,56156.0
800,20,23,55837.0
800,20,27,55742.0
800,20,31,61763.0
800,20,35,55672.0
800,20,39,65211.0
800,20,43,64367.0
800,20,47,59550.0
800,20,51,57180.0
800,20,55,63003.0
800,20,59,54985.0
800,20,63,55369.0
800,20,67,52704.0
800,20,71,55244.0
800,20,75,55595.0
800,20,79,55237.0
800,20,83,55266.0
800,20,87,51352.0
800,20,91,55248.0
800,20,95,60105.0
800,20,99,65647.0
800,20,103,55205.0
800,20,107,54472.0
800,20,111,65830.0
800,20,115,55862.0
800,20,119,54089.0
2400,4,3,8305691.0
2400,4,7,8131372.0
2400,4,11,8084062.0
2400,4,15,8259532.0
2400,4,19,8171799.0
2400,4,23,8266213.0
2400,4,27,8276415.0
2400,4,31,8333464.0
2400,4,35,8239903.0
2400,4,39,8353240.0
2400,4,43,8244987.0
2400,4,47,8392825.0
2400,4,51,8469571.0
2400,4,55,8706995.0
2400,4,59,8379792.0
2400,4,63,8361978.0
2400,4,67,8358248.0
2400,4,71,8329851.0
2400,4,75,8407296.0
2400,4,79,8388089.0
2400,4,83,8381506.0
2400,4,87,8522793.0
2400,4,91,8385886.0
2400,4,95,8477233.0
2400,4,99,8457193.0
2400,4,103,8505610.0
2400,4,107,8358598.0
2400,4,111,8474841.0
2400,4,115,8284375.0
2400,4,119,8459599.0
3200,8,3,31257787.0
3200,8,7,27754317.0
3200,8,11,24618926.0
3200,8,15,22845196.0
3200,8,19,30408975.0
3200,8,23,27173759.0
3200,8,27,29282784.0
3200,8,31,26775722.0
3200,8,35,21063506.0
3200,8,39,31413973.0
3200,8,43,20201227.0
3200,8,47,25584451.0
3200,8,51,25629011.0
3200,8,55,29436830.0
3200,8,59,29659568.0
3200,8,63,27563191.0
3200,8,67,28885648.0
3200,8,71,29427469.0
3200,8,75,27753164.0
3200,8,79,29630927.0
3200,8,83,24899792.0
3200,8,87,30210032.0
3200,8,91,30903744.0
3200,8,95,26103310.0
3200,8,99,27162347.0
3200,8,103,23009290.0
3200,8,107,26007596.0
3200,8,111,21747052.0
3200,8,115,30615158.0
3200,8,119,28879121.0
800,2,3,166469.0
800,2,7,166970.0
800,2,11,162373.0
800,2,15,164331.0
800,2,19,168357.0
800,2,23,163646.0
800,2,27,161537.0
800,2,31,162762.0
800,2,35,166116.0
800,2,39,161624.0
800,2,43,162351.0
800,2,47,168685.0
800,2,51,163510.0
800,2,55,164595.0
800,2,59,165139.0
800,2,63,166709.0
800,2,67,165086.0
800,2,71,168483.0
800,2,75,166109.0
800,2,79,163665.0
800,2,83,163741.0
800,2,87,163684.0
800,2,91,165056.0
800,2,95,162240.0
800,2,99,167673.0
800,2,103,163742.0
800,2,107,162020.0
800,2,111,167568.0
800,2,115,163964.0
800,2,119,162872.0
4000,1,3,237850073.0
4000,1,7,235239977.0
4000,1,11,259556418.0
4000,1,15,233621274.0
4000,1,19,243649272.0
4000,1,23,241653486.0
4000,1,27,237813724.0
4000,1,31,244514930.0
4000,1,35,237621879.0
4000,1,39,246119393.0
4000,1,43,243278120.0
4000,1,47,234810470.0
4000,1,51,240301550.0
4000,1,55,232943163.0
4000,1,59,233773626.0
4000,1,63,243440027.0
4000,1,67,233982856.0
4000,1,71,238502368.0
4000,1,75,236550843.0
4000,1,79,254794756.0
4000,1,83,237190763.0
4000,1,87,233020088.0
4000,1,91,227609216.0
4000,1,95,238163080.0
4000,1,99,235353548.0
4000,1,103,236938586.0
4000,1,107,239860778.0
4000,1,111,236100180.0
4000,1,115,237374818.0
4000,1,119,246839653.0
6400,1,3,1217004524.0
6400,1,7,1453382463.0
6400,1,11,1440928454.0
6400,1,15,1231438108.0
6400,1,19,1430998438.0
6400,1,23,1480970221.0
6400,1,27,1211908412.0
6400,1,31,1479709881.0
6400,1,35,1270565280.0
6400,1,39,1471309423.0
6400,1,43,1452613213.0
6400,1,47,1445350305.0
6400,1,51,1463907965.0
6400,1,55,1252522477.0
6400,1,59,1455118773.0
6400,1,63,1269553102.0
6400,1,67,1227216308.0
6400,1,71,1228632694.0
6400,1,75,1482027218.0
6400,1,79,1470892937.0
6400,1,83,1461569864.0
6400,1,87,1254379394.0
6400,1,91,1406257129.0
6400,1,95,1245420357.0
6400,1,99,1245019266.0
6400,1,103,1230072517.0
6400,1,107,1221771539.0
6400,1,111,1233302368.0
6400,1,115,1274962912.0
6400,1,119,1235491280.0
1600,8,3,595440.0
1600,8,7,567669.0
1600,8,11,580975.0
1600,8,15,576747.0
1600,8,19,578841.0
1600,8,23,597218.0
1600,8,27,634507.0
1600,8,31,695651.0
1600,8,35,674915.0
1600,8,39,644684.0
1600,8,43,646580.0
1600,8,47,659630.0
1600,8,51,665431.0
1600,8,55,636336.0
1600,8,59,659743.0
1600,8,63,675129.0
1600,8,67,619319.0
1600,8,71,666527.0
1600,8,75,636842.0
1600,8,79,656710.0
1600,8,83,659428.0
1600,8,87,642737.0
1600,8,91,659831.0
1600,8,95,638710.0
1600,8,99,679756.0
1600,8,103,955603.0
1600,8,107,672188.0
1600,8,111,664756.0
1600,8,115,657371.0
1600,8,119,677291.0
6400,2,3,587627906.0
6400,2,7,577841858.0
6400,2,11,562118727.0
6400,2,15,567099520.0
6400,2,19,565748608.0
6400,2,23,576985512.0
6400,2,27,565716823.0
6400,2,31,582924654.0
6400,2,35,562385221.0
6400,2,39,561635698.0
6400,2,43,574494410.0
6400,2,47,566461452.0
6400,2,51,567456878.0
6400,2,55,566525504.0
6400,2,59,564288990.0
6400,2,63,563757303.0
6400,2,67,570838193.0
6400,2,71,565920682.0
6400,2,75,560653829.0
6400,2,79,563428998.0
6400,2,83,565868675.0
6400,2,87,582279826.0
6400,2,91,563083007.0
6400,2,95,566852507.0
6400,2,99,587151054.0
6400,2,103,563256015.0
6400,2,107,563297268.0
6400,2,111,567104072.0
6400,2,115,572730226.0
6400,2,119,556483461.0
4800,8,3,94097728.0
4800,8,7,82105701.0
4800,8,11,111399771.0
4800,8,15,112559214.0
4800,8,19,112576315.0
4800,8,23,109213817.0
4800,8,27,115535181.0
4800,8,31,109858551.0
4800,8,35,80789783.0
4800,8,39,110950336.0
4800,8,43,110483908.0
4800,8,47,109775214.0
4800,8,51,112296998.0
4800,8,55,112855790.0
4800,8,59,101247605.0
4800,8,63,106551494.0
4800,8,67,105453274.0
4800,8,71,93718906.0
4800,8,75,113451744.0
4800,8,79,113765239.0
4800,8,83,114353903.0
4800,8,87,109519858.0
4800,8,91,107268560.0
4800,8,95,98778025.0
4800,8,99,110611864.0
4800,8,103,107606961.0
4800,8,107,111551813.0
4800,8,111,110177744.0
4800,8,115,115878993.0
4800,8,119,111336601.0
8000,4,3,532092947.0
8000,4,7,540867856.0
8000,4,11,546059391.0
8000,4,15,558039772.0
8000,4,19,541780460.0
8000,4,23,543927238.0
8000,4,27,545473014.0
8000,4,31,539570276.0
8000,4,35,544827544.0
8000,4,39,545164280.0
8000,4,43,567714945.0
8000,4,47,565432470.0
8000,4,51,542510218.0
8000,4,55,542783890.0
8000,4,59,550274622.0
8000,4,63,536717441.0
8000,4,67,539107761.0
8000,4,71,541125065.0
8000,4,75,538834252.0
8000,4,79,539959820.0
8000,4,83,540997407.0
8000,4,87,540627538.0
8000,4,91,538194217.0
8000,4,95,537576175.0
8000,4,99,537852207.0
8000,4,103,560702542.0
8000,4,107,536827195.0
8000,4,111,560360252.0
8000,4,115,537401589.0
8000,4,119,538570736.0
4800,16,3,73978181.0
4800,16,7,71022543.0
4800,16,11,82561455.0
4800,16,15,77439893.0
4800,16,19,78233611.0
4800,16,23,85134492.0
4800,16,27,80146367.0
4800,16,31,81766884.0
4800,16,35,82480684.0
4800,16,39,78311418.0
4800,16,43,79461056.0
4800,16,47,79669778.0
4800,16,51,78435485.0
4800,16,55,78416233.0
4800,16,59,81401862.0
4800,16,63,78975571.0
4800,16,67,81706522.0
4800,16,71,79532138.0
4800,16,75,84065043.0
4800,16,79,84504498.0
4800,16,83,77396878.0
4800,16,87,86342180.0
4800,16,91,80101512.0
4800,16,95,77123813.0
4800,16,99,77987055.0
4800,16,103,76962897.0
4800,16,107,82676803.0
4800,16,111,80455712.0
4800,16,115,77878308.0
4800,16,119,80732202.0
1600,20,3,874435.0
1600,20,7,865357.0
1600,20,11,926262.0
1600,20,15,925000.0
1600,20,19,906757.0
1600,20,23,1060047.0
1600,20,27,961044.0
1600,20,31,947179.0
1600,20,35,925713.0
1600,20,39,868238.0
1600,20,43,824059.0
1600,20,47,826029.0
1600,20,51,907107.0
1600,20,55,1192886.0
1600,20,59,874155.0
1600,20,63,884612.0
1600,20,67,1029209.0
1600,20,71,846783.0
1600,20,75,876290.0
1600,20,79,895268.0
1600,20,83,1113708.0
1600,20,87,874644.0
1600,20,91,896276.0
1600,20,95,1013445.0
1600,20,99,914601.0
1600,20,103,806684.0
1600,20,107,870022.0
1600,20,111,922068.0
1600,20,115,896931.0
1600,20,119,922145.0
7200,20,3,310390007.0
7200,20,7,295304298.0
7200,20,11,291219388.0
7200,20,15,305810043.0
7200,20,19,296121218.0
7200,20,23,293703759.0
7200,20,27,295818217.0
7200,20,31,309020657.0
7200,20,35,299570700.0
7200,20,39,305073775.0
7200,20,43,292318175.0
7200,20,47,276818108.0
7200,20,51,307460897.0
7200,20,55,305472976.0
7200,20,59,305202402.0
7200,20,63,296201349.0
7200,20,67,307436629.0
7200,20,71,298603249.0
7200,20,75,344670561.0
7200,20,79,334004746.0
7200,20,83,311456273.0
7200,20,87,275700144.0
7200,20,91,308562957.0
7200,20,95,279082465.0
7200,20,99,310266630.0
7200,20,103,292169902.0
7200,20,107,315883577.0
7200,20,111,297993984.0
7200,20,115,291697893.0
7200,20,119,311575412.0
2400,16,3,4870979.0
2400,16,7,5358376.0
2400,16,11,5835450.0
2400,16,15,5458690.0
2400,16,19,5315376.0
2400,16,23,6022966.0
2400,16,27,5603161.0
2400,16,31,5515331.0
2400,16,35,5271894.0
2400,16,39,6074071.0
2400,16,43,5597069.0
2400,16,47,5889824.0
2400,16,51,5656857.0
2400,16,55,5558356.0
2400,16,59,5418162.0
2400,16,63,6010522.0
2400,16,67,5568708.0
2400,16,71,5463310.0
2400,16,75,6112834.0
2400,16,79,5409424.0
2400,16,83,5367358.0
2400,16,87,6087475.0
2400,16,91,5415039.0
2400,16,95,5828444.0
2400,16,99,5409440.0
2400,16,103,5916486.0
2400,16,107,5532139.0
2400,16,111,6068747.0
2400,16,115,5554472.0
2400,16,119,5369930.0
7200,8,3,352988863.0
7200,8,7,321263760.0
7200,8,11,354027828.0
7200,8,15,353389966.0
7200,8,19,363359310.0
7200,8,23,354520035.0
7200,8,27,301647838.0
7200,8,31,318154925.0
7200,8,35,356405683.0
7200,8,39,365346604.0
7200,8,43,349243059.0
7200,8,47,288980891.0
7200,8,51,362868966.0
7200,8,55,302478262.0
7200,8,59,362558931.0
7200,8,63,346276236.0
7200,8,67,345451109.0
7200,8,71,305992673.0
7200,8,75,353985904.0
7200,8,79,329275873.0
7200,8,83,369428278.0
7200,8,87,297521270.0
7200,8,91,295896999.0
7200,8,95,359534668.0
7200,8,99,363981787.0
7200,8,103,318669268.0
7200,8,107,330858395.0
7200,8,111,365564133.0
7200,8,115,345771812.0
7200,8,119,330073071.0
4000,16,3,41176136.0
4000,16,7,41419454.0
4000,16,11,39545295.0
4000,16,15,41269762.0
4000,16,19,42886051.0
4000,16,23,41914445.0
4000,16,27,41132481.0
4000,16,31,42361825.0
4000,16,35,43319408.0
4000,16,39,42993183.0
4000,16,43,41932431.0
4000,16,47,43458548.0
4000,16,51,44437164.0
4000,16,55,45008676.0
4000,16,59,43279604.0
4000,16,63,43788624.0
4000,16,67,42527915.0
4000,16,71,42651334.0
4000,16,75,42851681.0
4000,16,79,43046115.0
4000,16,83,42476001.0
4000,16,87,42438680.0
4000,16,91,42255219.0
4000,16,95,44082842.0
4000,16,99,42778126.0
4000,16,103,42691589.0
4000,16,107,43722663.0
4000,16,111,41595836.0
4000,16,115,42159466.0
4000,16,119,42104844.0
8000,1,3,2154991811.0
8000,1,7,4083817540.0
8000,1,11,3518797607.0
8000,1,15,3802510339.0
8000,1,19,2099764045.0
8000,1,23,2178332764.0
8000,1,27,2157263949.0
8000,1,31,2130215655.0
8000,1,35,2157750460.0
8000,1,39,2214721815.0
8000,1,43,2187784913.0
8000,1,47,2154082351.0
8000,1,51,2152533515.0
8000,1,55,2124045977.0
8000,1,59,2131564078.0
8000,1,63,2114250022.0
8000,1,67,2213348727.0
8000,1,71,2128332009.0
8000,1,75,2183865940.0
8000,1,79,2119774384.0
8000,1,83,2175780472.0
8000,1,87,2122497891.0
8000,1,91,2087542100.0
8000,1,95,2108447599.0
8000,1,99,2110224944.0
8000,1,103,2176848429.0
8000,1,107,2130792103.0
8000,1,111,2141434823.0
8000,1,115,2135159138.0
8000,1,119,2268705552.0
6400,4,3,281926106.0
6400,4,7,284452524.0
6400,4,11,285852420.0
6400,4,15,289816476.0
6400,4,19,283332284.0
6400,4,23,296034460.0
6400,4,27,283501766.0
6400,4,31,286727599.0
6400,4,35,282415482.0
6400,4,39,284471065.0
6400,4,43,282851020.0
6400,4,47,285565545.0
6400,4,51,286194069.0
6400,4,55,286417706.0
6400,4,59,282125686.0
6400,4,63,294323352.0
6400,4,67,282867113.0
6400,4,71,284911378.0
6400,4,75,282370617.0
6400,4,79,291758066.0
6400,4,83,294640101.0
6400,4,87,282673484.0
6400,4,91,271480010.0
6400,4,95,282778483.0
6400,4,99,285935966.0
6400,4,103,280460477.0
6400,4,107,283861216.0
6400,4,111,295251950.0
6400,4,115,286642728.0
6400,4,119,282532219.0
8000,2,3,1045388304.0
8000,2,7,1045542693.0
8000,2,11,1043875356.0
8000,2,15,1048239595.0
8000,2,19,1050119802.0
8000,2,23,1049522937.0
8000,2,27,1050625249.0
8000,2,31,1045490484.0
8000,2,35,1070622569.0
8000,2,39,1049479535.0
8000,2,43,1049816025.0
8000,2,47,1048852045.0
8000,2,51,1075430552.0
8000,2,55,1050181541.0
8000,2,59,1058424421.0
8000,2,63,1057398221.0
8000,2,67,1050629877.0
8000,2,71,1082814583.0
8000,2,75,1050757293.0
8000,2,79,1078421912.0
8000,2,83,1080148709.0
8000,2,87,1064434980.0
8000,2,91,1067607063.0
8000,2,95,1046573075.0
8000,2,99,1064496217.0
8000,2,103,1047603215.0
8000,2,107,1048284581.0
8000,2,111,1061148658.0
8000,2,115,1052402302.0
8000,2,119,1047789448.0
